scientificName
Abarema limae Iganci, M.P.Lima
Aalius retroversa (Wight) Kuntze
Aalius rhamnodes (Blume) Kuntze
Aalius rhamnoides (Blume) Kuntze
Aalius rigida (Thwaites) Kuntze
Aalius rostrata (Miq.) Kuntze
Aalius spectabilis (Miq.) Kuntze
Aalius stipitata (Hook.f.) Kuntze
Aalius sumatrana (Miq.) Kuntze
Aalius trinervia (Hook.f. & Thomson ex Müll.Arg.) Kuntze
Aalius trinervius
Aama
Aamia
Aantchocardamum
Aapaca
Aaptolasma
Aaptolasma brintoni
Aaptolasma callistoderma
Aaptolasma leptoderma
Aaptolasma leptoderma Newman and Ross, 1971
Aaptolasma triderma
Aaptoryctes
Aaptos
Aaptos aaptos
Aaptos aaptos (Schmidt, 1864)
Aaptos adriatica Gray, 1867
Aaptos bergmanni
Aaptos confertus
Aaptos duchassaingi (Topsent, 1889)
